word,pinyin,definition
后退,hou4 tui4,to recoil/to draw back/to fall back/to retreat
退出,tui4 chu1,to withdraw/to abort/to quit/to log out (computing)
退让,tui4 rang4,to move aside/to get out of the way/to back down/to concede
退回,tui4 hui2,to return (an item)/to send back/to go back
既然,ji4 ran2,since/as/this being the case
一如既往,yi1 ru2 ji4 wang3,just as in the past (idiom); as before/continuing as always
外衣,wai4 yi1,outer clothing/semblance/appearance
衣服,yi1 fu5,"clothes/CL:件[jian4],套[tao4]"
内衣,nei4 yi1,undergarment/underwear/CL:件[jian4]
上衣,shang4 yi1,jacket/upper outer garment/CL:件[jian4]
衣食住行,yi1 shi2 zhu4 xing2,"clothing, food, housing and transport (idiom); people's basic needs"
更衣室,geng1 yi1 shi4,change room; dressing room; locker room/(euphemism) toilet
毛衣,mao2 yi1,(wool) sweater/CL:件[jian4]
大衣,da4 yi1,overcoat/topcoat/cloak/CL:件[jian4]
宗教,zong1 jiao4,religion
正宗,zheng4 zong1,orthodox school/fig. traditional/old school/authentic/genuine
大宗,da4 zong1,large amount/staple/influential family of long standing
积极,ji1 ji2,active/energetic/vigorous/positive (outlook)/proactive
面积,mian4 ji1,"area (of a floor, piece of land etc)/surface area/tract of land"
大面积,da4 mian4 ji1,large area/(fig.) (of a problem) (occurring) on a massive scale
体积,ti3 ji1,volume/bulk/CL:個|个[ge4]
公积金,gong1 ji1 jin1,official reserves/accumulated fund
业余,ye4 yu2,in one's spare time/outside working hours/amateur (historian etc)
余地,yu2 di4,margin/leeway
多余,duo1 yu2,superfluous/unnecessary/surplus
其余,qi2 yu2,the rest/the others/remaining/remainder/apart from them
痛苦,tong4 ku3,pain/suffering/painful/CL:個|个[ge4]
痛快,tong4 kuai4,delighted/to one's heart's content/straightforward/also pr. [tong4 kuai5]
痛心,tong4 xin1,grieved/pained
检验,jian3 yan4,to inspect/to examine/to test
检察,jian3 cha2,to inspect/(law) to prosecute/to investigate
体检,ti3 jian3,abbr. for 體格檢查|体格检查[ti3 ge2 jian3 cha2]
安检,an1 jian3,security check/to undergo a security check/abbr. for 安全檢查|安全检查[an1 quan2 jian3 cha2]
检查,jian3 cha2,inspection/to examine/to inspect/CL:次[ci4]
差异,cha1 yi4,difference; discrepancy
差不多,cha4 bu5 duo1,almost/nearly/more or less/about the same/good enough/not bad
出差,chu1 chai1,to go on an official or business trip
相差,xiang1 cha4,to differ/discrepancy between
落差,luo4 cha1,"drop in elevation/(fig.) gap (in wages, expectations etc)/disparity"
差错,cha1 cuo4,mistake; slip-up; fault; error/accident; mishap
差别,cha1 bie2,difference; distinction; disparity
反差,fan3 cha1,contrast/discrepancy
富强,fu4 qiang2,rich and powerful
财富,cai2 fu4,wealth/riches
富有,fu4 you3,rich; wealthy; affluent/to be rich in; to be replete with
富足,fu4 zu2,rich/plentiful
致富,zhi4 fu4,to become rich
富人,fu4 ren2,rich person/the rich
机灵,ji1 ling5,clever/quick-witted
心灵,xin1 ling2,bright/smart/quick-witted/heart/thoughts/spirit
失灵,shi1 ling2,out of order (of machine)/not working properly/a failing (of a system)
水灵灵,shui3 ling2 ling2,see 水靈|水灵[shui3 ling2]
灵活,ling2 huo2,flexible/nimble/agile
灵机一动,ling2 ji1 yi1 dong4,a bright idea suddenly occurs (idiom); to hit upon an inspiration/to be struck by a brainwave
灵感,ling2 gan3,inspiration/insight/a burst of creativity in scientific or artistic endeavor
灵通,ling2 tong1,fast and abundant (news)/clever/effective
协商,xie2 shang1,to consult with/to talk things over/agreement
协同,xie2 tong2,to cooperate/in coordination with/coordinated/collaborate/collaboration/collaborative
协议,xie2 yi4,agreement/pact/protocol/CL:項|项[xiang4]
协议书,xie2 yi4 shu1,contract/protocol
协会,xie2 hui4,"an association/a society/CL:個|个[ge4],家[jia1]"
协定,xie2 ding4,agreement/accord/to reach an agreement
协助,xie2 zhu4,to provide assistance/to aid
协作,xie2 zuo4,cooperation/coordination
协调,xie2 tiao2,to coordinate/to harmonize/to fit together/to match (colors etc)/harmonious/concerted
角色,jue2 se4,role/character in a novel/persona/also pr. [jiao3 se4]
三角,san1 jiao3,triangle
角度,jiao3 du4,angle/point of view
角落,jiao3 luo4,nook; corner
视角,shi4 jiao3,angle from which one observes an object/(fig.) perspective; viewpoint; frame of reference/(cinematography) camera angle/(visual perception) visual angle (the angle a viewed object subtends at the eye)/(photography) angle of view
主角,zhu3 jue2,leading role; lead/protagonist
占有,zhan4 you3,to have/to own/to hold/to occupy/to possess/to account for (a high proportion etc)
强占,qiang2 zhan4,to occupy by force
占用,zhan4 yong4,to occupy
占领,zhan4 ling3,to occupy (a territory)/to hold
占据,zhan4 ju4,to occupy/to hold
配合,pei4 he2,matching/fitting in with/compatible with/to correspond/to fit/to conform to/rapport/to coordinate with/to act in concert with/to cooperate/to become man and wife/to combine parts of machine
分配,fen1 pei4,to distribute/to assign/to allocate/to partition (a hard drive)
配件,pei4 jian4,component/part/fitting/accessory/replacement part
配音,pei4 yin1,dubbing (filmmaking)
配置,pei4 zhi4,to deploy/to allocate/configuration/allocation
配送,pei4 song4,to put together an order and deliver it (i.e. 配貨|配货[pei4 huo4] and 送貨|送货[song4 huo4])/to deliver (goods)
支配,zhi1 pei4,to control/to dominate/to allocate
配备,pei4 bei4,to allocate/to provide/to outfit with
征服,zheng1 fu2,to conquer/to subdue/to vanquish
特征,te4 zheng1,characteristic/diagnostic property/distinctive feature/trait
征求,zheng1 qiu2,"to solicit/to seek/to request (opinions, feedback etc)/to petition"
征收,zheng1 shou1,to levy (a tax)/to expropriate
长征,Chang2 zheng1,Long March (retreat of the Red Army 1934-1935)
象征,xiang4 zheng1,emblem/symbol/token/badge/to symbolize/to signify/to stand for
征集,zheng1 ji2,to collect/to recruit
维修,wei2 xiu1,maintenance (of equipment)/to protect and maintain
修车,xiu1 che1,to repair a bike (car etc)
修理,xiu1 li3,to repair/to fix/to prune/to trim/(coll.) to sort sb out/to fix sb
修复,xiu1 fu4,to restore; to renovate/(computing) to repair (a corrupted file etc)
修路,xiu1 lu4,to repair a road
选修,xuan3 xiu1,(at a school) to take as an elective/an elective/elective (subject)
保修,bao3 xiu1,to promise to keep sth in good repair/guarantee; warranty
修正,xiu1 zheng4,to revise/to amend
修长,xiu1 chang2,slender/lanky/tall and thin
必修,bi4 xiu1,(of an academic course) required/compulsory
修改,xiu1 gai3,to amend/to alter/to modify
进修,jin4 xiu1,to undertake advanced studies/to take a refresher course
装修,zhuang1 xiu1,to decorate/interior decoration/to fit up/to renovate
修建,xiu1 jian4,to build/to construct
皮球,pi2 qiu2,"ball (made of rubber, leather etc)"
皮带,pi2 dai4,"strap/leather belt/CL:條|条[tiao2],根[gen1]"
调皮,tiao2 pi2,naughty/mischievous/unruly
皮包,pi2 bao1,handbag/briefcase
指挥,zhi3 hui1,to conduct/to command/to direct/conductor (of an orchestra)/CL:個|个[ge4]
发挥,fa1 hui1,to display/to exhibit/to bring out implicit or innate qualities/to express (a thought or moral)/to develop (an idea)/to elaborate (on a theme)
胜利,sheng4 li4,victory/CL:個|个[ge4]
引人入胜,yin3 ren2 ru4 sheng4,to enchant/fascinating
胜出,sheng4 chu1,"to come out on top/to win (in an election, contest etc)/success/victory"
胜负,sheng4 fu4,victory or defeat/the outcome of a battle
名胜,ming2 sheng4,a place famous for its scenery or historical relics/scenic spot/CL:處|处[chu4]
胜任,sheng4 ren4,qualified/competent (professionally)/to be up to a task
获胜,huo4 sheng4,victorious/to win/to triumph
战胜,zhan4 sheng4,to prevail over/to defeat/to surmount
取胜,qu3 sheng4,to score a victory/to prevail over one's opponents
降低,jiang4 di1,to reduce; to lower; to bring down
下降,xia4 jiang4,to decline/to drop/to fall/to go down/to decrease
降落,jiang4 luo4,to descend/to land
投降,tou2 xiang2,to surrender/surrender
降价,jiang4 jia4,to cut the price/to drive down the price/to get cheaper
台阶,tai2 jie1,steps/flight of steps/step (over obstacle)/fig. way out of an embarrassing situation/bench (geology)
阶层,jie1 ceng2,social class
阶级,jie1 ji2,(social) class/CL:個|个[ge4]
阶段,jie1 duan4,stage/section/phase/period/CL:個|个[ge4]
审判,shen3 pan4,a trial/to try sb
审查,shen3 cha2,to examine/to investigate/to censor out/censorship
审批,shen3 pi1,to examine and approve/to endorse
审视,shen3 shi4,to look closely at/to examine
审定,shen3 ding4,to examine sth and make a decision/to screen/to evaluate/to approve
审美,shen3 mei3,esthetics/appreciating the arts/taste
消沉,xiao1 chen2,depressed/bad mood/low spirit
沉着,chen2 zhuo2,steady/calm and collected/not nervous
沉重,chen2 zhong4,heavy/hard/serious/critical
沉思,chen2 si1,to contemplate/to ponder/contemplation/meditation
坚信,jian1 xin4,to believe firmly/without any doubt
坚持,jian1 chi2,to persevere with/to persist in/to insist on
坚决,jian1 jue2,firm; resolute; determined
坚强,jian1 qiang2,staunch/strong
坚定,jian1 ding4,firm/steady/staunch/resolute
坚实,jian1 shi2,firm and substantial/solid
友善,you3 shan4,friendly
善于,shan4 yu2,to be good at; to be adept at
完善,wan2 shan4,"(of systems, facilities etc) comprehensive/well-developed/excellent/to refine/to improve"
善意,shan4 yi4,goodwill/benevolence/kindness
改善,gai3 shan4,to make better; to improve/CL:個|个[ge4]
大妈,da4 ma1,father's elder brother's wife/aunt (affectionate term for an elderly woman)
就读,jiu4 du2,to go to school
读音,du2 yin1,pronunciation/literary (rather than colloquial) pronunciation of a Chinese character
攻读,gong1 du2,to major (in a field)/to study a specialty to obtain a higher degree
读书,du2 shu1,to read a book/to study/to attend school
解读,jie3 du2,to decipher/to decode/to interpret
读者,du2 zhe3,reader
超出,chao1 chu1,to exceed/to overstep/to go too far/to encroach
超市,chao1 shi4,supermarket (abbr. for 超級市場|超级市场[chao1 ji2 shi4 chang3])/CL:家[jia1]
超车,chao1 che1,to overtake (another car)
超过,chao1 guo4,to surpass/to exceed/to outstrip
超级,chao1 ji2,super-/ultra-/hyper-
超前,chao1 qian2,to be ahead of one's time/to surpass or outdo one's predecessors/to be ahead of the pack/to take the lead/advanced
超越,chao1 yue4,to surpass/to exceed/to transcend
超速,chao1 su4,to exceed the speed limit/to speed/high-speed
高超,gao1 chao1,excellent/superlative
超标,chao1 biao1,to cross the limit/to be over the accepted norm/excessive
以免,yi3 mian3,in order to avoid/so as not to
不免,bu4 mian3,inevitably
难免,nan2 mian3,hard to avoid/difficult to escape from/will inevitably
免职,mian3 zhi2,to relieve sb of his post/to sack/to demote/dismissal/sacking
免得,mian3 de5,so as not to; so as to avoid
免不了,mian3 bu4 liao3,unavoidable/can't be avoided
免费,mian3 fei4,free (of charge)
免除,mian3 chu2,to prevent/to avoid/to excuse/to exempt/to relieve/(of a debt) to remit
未免,wei4 mian3,unavoidably/can't help/really/rather
施压,shi1 ya1,to pressure
高压,gao1 ya1,high pressure/high-handed
压制,ya1 zhi4,to suppress/to inhibit/to stifle
压倒,ya1 dao3,to overwhelm/to overpower/overwhelming
高血压,gao1 xue4 ya1,high blood pressure/hypertension
血压,xue4 ya1,blood pressure
压力,ya1 li4,pressure
银行卡,yin2 hang2 ka3,bank card/ATM card
银行,yin2 hang2,"bank/CL:家[jia1],個|个[ge4]"
买不起,mai3 bu5 qi3,cannot afford/can't afford buying
收买,shou1 mai3,to purchase/to bribe
皇室,huang2 shi4,royal family/imperial household/member of the royal family
皇上,huang2 shang5,the emperor/Your majesty the emperor/His imperial majesty
皇帝,huang2 di4,emperor/CL:個|个[ge4]
皇后,huang2 hou4,empress/imperial consort
收养,shou1 yang3,"to take in and care for (an elderly person, a dog etc)/to adopt (a child)/adoption"
教养,jiao4 yang3,to train/to educate/to bring up/to nurture/education/culture/upbringing/early conditioning
素养,su4 yang3,(personal) accomplishment/attainment in self-cultivation
养老,yang3 lao3,to provide for the elderly (family members)/to enjoy a life in retirement
修养,xiu1 yang3,accomplishment/training/self-cultivation
养成,yang3 cheng2,to cultivate/to raise/to form (a habit)/to acquire
养生,yang3 sheng1,to maintain good health/to raise a child or animal/curing (of concrete etc)
营养,ying2 yang3,nutrition/nourishment/CL:種|种[zhong3]
养老金,yang3 lao3 jin1,pension
保养,bao3 yang3,to take good care of (or conserve) one's health/to keep in good repair/to maintain/maintenance
领养,ling3 yang3,to adopt (a child); adoption
养活,yang3 huo5,"to provide for/to keep (animals, a family etc)/to raise animals/to feed and clothe/support/the necessities of life/to give birth"
养老院,yang3 lao3 yuan4,nursing home
伊斯兰教,Yi1 si1 lan2 jiao4,Islam
怀疑,huai2 yi2,to doubt (sth)/to be skeptical of/to have one's doubts/to harbor suspicions/to suspect that
怀里,huai2 li3,embrace/bosom
怀念,huai2 nian4,to cherish the memory of/to think of/to reminisce
关怀,guan1 huai2,care/solicitude/to show care for/concerned about/attentive to
情怀,qing2 huai2,feelings/mood
满怀,man3 huai2,to have one's heart filled with/(to collide) full on/(of farm animals) heavy with young
执法,zhi2 fa3,to enforce a law/law enforcement
执着,zhi2 zhuo2,to be strongly attached to/to be dedicated/to cling to/(Buddhism) attachment
执意,zhi2 yi4,to be determined to/to insist on
执照,zhi2 zhao4,license/permit
争执,zheng1 zhi2,to dispute/to disagree/to argue opinionatedly/to wrangle
执行,zhi2 xing2,to implement/to carry out/to execute/to run
名副其实,ming2 fu4 qi2 shi2,"not just in name only, but also in reality (idiom)/aptly named/worthy of the name"
副作用,fu4 zuo4 yong4,side effect
抗争,kang4 zheng1,to resist/to make a stand and fight (against)
抗议,kang4 yi4,to protest/protest
反抗,fan3 kang4,to resist/to rebel
对抗,dui4 kang4,to withstand/to resist/to stand off/antagonism/confrontation
抗生素,kang4 sheng1 su4,antibiotic
犯罪,fan4 zui4,to commit a crime/crime; offense
犯规,fan4 gui1,to break the rules/an illegality/a foul
罪犯,zui4 fan4,criminal
追求,zhui1 qiu2,to pursue (a goal etc) stubbornly/to seek after/to woo
追问,zhui1 wen4,to question closely/to investigate in detail/to examine minutely/to get to the heart of the matter
追究,zhui1 jiu1,to investigate/to look into
追随,zhui1 sui2,to follow/to accompany
帮手,bang1 shou3,helper/assistant
帮助,bang1 zhu4,assistance/aid/to help/to assist
宣读,xuan1 du2,to read out loud to an audience/a prepared speech (e.g. to a party conference)
宣言,xuan1 yan2,declaration/manifesto
宣布,xuan1 bu4,to declare/to announce/to proclaim
宣告,xuan1 gao4,to declare/to proclaim
宣传,xuan1 chuan2,to disseminate/to give publicity to/propaganda/CL:個|个[ge4]
宣称,xuan1 cheng1,to assert/to claim
佛教,Fo2 jiao4,Buddhism
岁月,sui4 yue4,years/time
岁数,sui4 shu5,age (number of years old)
航空,hang2 kong1,aviation
航海,hang2 hai3,to sail the seas/maritime navigation/voyage
航天员,hang2 tian1 yuan2,astronaut
航行,hang2 xing2,to sail/to fly/to navigate
导航,dao3 hang2,navigation
航天,hang2 tian1,space flight
航运,hang2 yun4,shipping/transport
优先,you1 xian1,to have priority/to take precedence
优点,you1 dian3,"merit/benefit/strong point/advantage/CL:個|个[ge4],項|项[xiang4]"
优异,you1 yi4,exceptional; outstandingly good
优美,you1 mei3,graceful/fine/elegant
优越,you1 yue4,superior/superiority
优势,you1 shi4,superiority/dominance/advantage
优质,you1 zhi4,excellent quality
优化,you1 hua4,to optimize
难怪,nan2 guai4,(it's) no wonder (that...)/(it's) not surprising (that)
怪物,guai4 wu5,monster/freak/eccentric person
责怪,ze2 guai4,to blame/to rebuke
奇怪,qi2 guai4,strange/odd/to marvel/to be baffled
怪不得,guai4 bu5 de5,no wonder!/so that's why!
怪异,guai4 yi4,monstrous/strange/strange phenomenon
大惊小怪,da4 jing1 xiao3 guai4,to make a fuss about nothing (idiom)
古怪,gu3 guai4,strange/weird/eccentric/bizarre
香水,xiang1 shui3,perfume/cologne
香料,xiang1 liao4,spice/flavoring/condiment/perfume
地铁,di4 tie3,underground railway; subway/subway train
地铁站,di4 tie3 zhan4,subway station
铁路,tie3 lu4,railroad/railway/CL:條|条[tiao2]
高铁,gao1 tie3,high speed rail
失控,shi1 kong4,to go out of control
控制,kong4 zhi4,to control
